Player,EH_ID,API ID,Season,Team,Position,Shoots,Birthday,Age,Draft Yr,Draft Rd,Draft Ov,GP,xEVO_GAR,xEVD_GAR,xPPO_GAR,xSHD_GAR,xTake_GAR,xDraw_GAR,xOff_GAR,xDef_GAR,xPens_GAR,xGAR,xWAR,xSPAR
Andrew Ladd,ANDREW.LADD,8471217,17-18,NYI,L,L,1985-12-12,31,2004,1,4,73,5.1,4.7,-2.5,-0.9,0.9,-1.6,2.6,3.8,-0.7,5.7,1.1,2.1
Andrew Ladd,ANDREW.LADD,8471217,18-19,NYI,L,L,1985-12-12,32,2004,1,4,26,0.1,-1.2,0,0.2,-0.7,0.2,0.1,-1,-0.5,-1.3,-0.2,-0.5
Andrew Ladd,ANDREW.LADD,8471217,19-20,NYI,L,L,1985-12-12,33,2004,1,4,4,0.1,0.3,0,0,-0.3,-0.1,0.1,0.3,-0.4,0,0,0
Andrew Ladd,ANDREW.LADD,8471217,21-22,ARI,L,L,1985-12-12,35,2004,1,4,42,0.8,0.3,-0.4,0.6,-0.8,-0.6,0.4,0.9,-1.4,-0.1,0,0
Andrew MacDonald,ANDREW.MACDONALD,8473584,08-09,NYI,D,L,1986-09-07,22,2006,6,160,3,0.1,0.2,0,0,-0.1,0,0.1,0.2,-0.2,0.1,0,0
Andrew MacDonald,ANDREW.MACDONALD,8473584,09-10,NYI,D,L,1986-09-07,23,2006,6,160,45,-3,3.7,-1.2,0.2,1.1,-0.8,-4.1,3.9,0.4,0.1,0,0
Andrew MacDonald,ANDREW.MACDONALD,8473584,10-11,NYI,D,L,1986-09-07,24,2006,6,160,60,2.1,-0.6,0.8,-0.9,1.7,-0.6,2.9,-1.6,1.2,2.5,0.4,0.8
Andrew MacDonald,ANDREW.MACDONALD,8473584,11-12,NYI,D,L,1986-09-07,25,2006,6,160,75,1.3,0.8,0.1,0,1.8,1.4,1.4,0.8,3.3,5.4,0.9,1.8
Andrew MacDonald,ANDREW.MACDONALD,8473584,12-13,NYI,D,L,1986-09-07,26,2006,6,160,48,-0.1,-0.6,0.6,-1.6,1,-0.1,0.6,-2.2,0.8,-0.8,-0.1,-0.3
Andrew MacDonald,ANDREW.MACDONALD,8473584,13-14,NYI/PHI,D,L,1986-09-07,27,2006,6,160,82,-3.8,-1.3,0.4,-1.8,0.6,0.4,-3.4,-3.1,0.9,-5.6,-1.1,-2
Andrew MacDonald,ANDREW.MACDONALD,8473584,14-15,PHI,D,L,1986-09-07,28,2006,6,160,58,-0.3,1,-0.3,0.9,-0.4,0.1,-0.6,1.9,-0.2,1.1,0.2,0.4
Andrew MacDonald,ANDREW.MACDONALD,8473584,15-16,PHI,D,L,1986-09-07,29,2006,6,160,28,0.3,1,0.1,-0.1,0.6,0.3,0.4,0.9,0.9,2.3,0.4,0.8
Andrew MacDonald,ANDREW.MACDONALD,8473584,16-17,PHI,D,L,1986-09-07,30,2006,6,160,73,-2.5,2.2,0,-0.7,0.8,0.1,-2.4,1.5,1,0,0,0
Andrew MacDonald,ANDREW.MACDONALD,8473584,17-18,PHI,D,L,1986-09-07,31,2006,6,160,66,4,0.7,-0.1,1.4,0.5,0.7,3.9,2.1,1.2,7.1,1.4,2.7
Andrew MacDonald,ANDREW.MACDONALD,8473584,18-19,PHI,D,L,1986-09-07,32,2006,6,160,47,-2.5,2.7,0,0.7,0.1,-0.4,-2.5,3.4,-0.3,0.6,0.1,0.2
Andrew MacWilliam,ANDREW.MACWILLIAM,8474748,14-15,TOR,D,L,1990-03-25,24,2008,7,188,12,-1.4,-0.3,0,0.6,-0.5,0.5,-1.4,0.3,0,-1.1,-0.2,-0.4
Andrew Mangiapane,ANDREW.MANGIAPANE,8478233,17-18,CGY,L,L,1996-04-04,21,2015,6,166,10,-0.5,0.3,0,0,0.2,-0.2,-0.5,0.3,0,-0.3,0,-0.1
Andrew Mangiapane,ANDREW.MANGIAPANE,8478233,18-19,CGY,L,L,1996-04-04,22,2015,6,166,44,4.8,1.8,-0.1,0,0.1,-0.4,4.7,1.8,-0.3,6.2,1.2,2.2
Andrew Mangiapane,ANDREW.MANGIAPANE,8478233,19-20,CGY,L,L,1996-04-04,23,2015,6,166,68,8.4,1.9,0,0,0.6,1.6,8.4,1.9,2.2,12.5,2.2,4.3
Andrew Mangiapane,ANDREW.MANGIAPANE,8478233,20-21,CGY,L,L,1996-04-04,24,2015,6,166,56,10.9,2.1,1.1,0.4,0.2,-0.1,12,2.5,0.1,14.6,2.6,4.9
Andrew Mangiapane,ANDREW.MANGIAPANE,8478233,21-22,CGY,L,L,1996-04-04,25,2015,6,166,51,12.5,2.3,5.1,1,0.3,0.4,17.6,3.3,0.8,21.7,3.9,7.3
Andrew Miller,ANDREW.MILLER,8477249,14-15,EDM,C,R,1988-09-18,25,2007,NA,NA,9,0.4,-1.2,0,0,0.3,0.1,0.4,-1.2,0.4,-0.5,-0.1,-0.2
Andrew Miller,ANDREW.MILLER,8477249,15-16,EDM,C,R,1988-09-18,26,2007,NA,NA,6,-0.2,0.2,0,0,0.1,0.1,-0.2,0.2,0.2,0.3,0.1,0.1
Andrew Murray,ANDREW.MURRAY,8469685,07-08,CBJ,C,L,1981-11-06,25,2001,8,242,39,3,1.5,-0.1,0.4,0.3,-0.1,2.9,2,0.2,5.1,0.9,1.8
Andrew Murray,ANDREW.MURRAY,8469685,08-09,CBJ,C,L,1981-11-06,26,2001,8,242,67,1.6,4.7,-0.1,0,1.4,-0.3,1.5,4.8,1.1,7.3,1.3,2.5
Andrew Murray,ANDREW.MURRAY,8469685,09-10,CBJ,C,L,1981-11-06,27,2001,8,242,45,2.4,2.5,-0.2,-1,0.7,0,2.2,1.5,0.7,4.4,0.8,1.5
Andrew Murray,ANDREW.MURRAY,8469685,10-11,CBJ,C,L,1981-11-06,28,2001,8,242,29,1.2,1.9,0,0.9,0.5,0,1.2,2.8,0.5,4.5,0.8,1.5
Andrew Murray,ANDREW.MURRAY,8469685,11-12,S.J,C,L,1981-11-06,29,2001,8,242,39,-0.3,1.7,0,-0.3,0.4,0.2,-0.3,1.4,0.6,1.7,0.3,0.5
Andrew Murray,ANDREW.MURRAY,8469685,12-13,STL,C,L,1981-11-06,30,2001,8,242,1,0,0,0,0,0,0,0,0,0,0,0,0
Andrew Peeke,ANDREW.PEEKE,8479369,19-20,CBJ,D,R,1998-03-17,21,2016,2,34,22,0.1,1.3,0,0.1,0.3,0.1,0.1,1.4,0.3,1.8,0.3,0.6
Andrew Peeke,ANDREW.PEEKE,8479369,20-21,CBJ,D,R,1998-03-17,22,2016,2,34,11,0,-1.5,0,0,0.1,0,0,-1.5,0.1,-1.4,-0.3,-0.5
Andrew Peeke,ANDREW.PEEKE,8479369,21-22,CBJ,D,R,1998-03-17,23,2016,2,34,53,-5.8,2.4,0,-0.5,0.5,0,-5.8,1.9,0.5,-3.4,-0.6,-1.2
Andrew Peters,ANDREW.PETERS,8467355,07-08,BUF,L,L,1980-05-05,27,1998,2,34,44,-0.4,-1.1,0,0,-0.3,0,-0.4,-1.1,-0.3,-1.8,-0.3,-0.6
Andrew Peters,ANDREW.PETERS,8467355,08-09,BUF,L,L,1980-05-05,28,1998,2,34,28,-1.1,0.4,0,0,-0.6,0,-1.1,0.4,-0.6,-1.3,-0.2,-0.5
Andrew Peters,ANDREW.PETERS,8467355,09-10,N.J,L,L,1980-05-05,29,1998,2,34,29,-1,-0.1,0,0,-0.1,-0.4,-1,-0.1,-0.5,-1.7,-0.3,-0.6
Andrew Poturalski,ANDREW.POTURALSKI,8479249,16-17,CAR,C,R,1994-01-14,22,2012,NA,NA,2,0,-0.4,0,0,0.1,-0.1,0,-0.4,0,-0.4,-0.1,-0.2
Andrew Poturalski,ANDREW.POTURALSKI,8479249,21-22,CAR,C,R,1994-01-14,27,2012,NA,NA,2,-0.1,-0.1,0,0,0,0,-0.1,-0.1,0,-0.2,0,-0.1
Andrew Shaw,ANDREW.SHAW,8476381,11-12,CHI,C,R,1991-07-20,20,2011,5,139,37,5.2,1.3,-0.6,0,0.2,2,4.6,1.2,2.2,8,1.4,2.6
Andrew Shaw,ANDREW.SHAW,8476381,12-13,CHI,C,R,1991-07-20,21,2011,5,139,48,2.4,-0.5,0.4,0,0.2,0.7,2.8,-0.5,0.9,3.1,0.6,1.1
Andrew Shaw,ANDREW.SHAW,8476381,13-14,CHI,C,R,1991-07-20,22,2011,5,139,80,4.9,-0.5,1.8,0.4,-1,1.8,6.7,-0.1,0.7,7.4,1.4,2.6
Andrew Shaw,ANDREW.SHAW,8476381,14-15,CHI,C,R,1991-07-20,23,2011,5,139,79,1.1,-1.5,2,0,-0.6,2.4,3.1,-1.5,1.8,3.5,0.7,1.3
Andrew Shaw,ANDREW.SHAW,8476381,15-16,CHI,C,R,1991-07-20,24,2011,5,139,78,1.4,-1.9,2.2,0,-1.1,1.4,3.6,-1.9,0.3,2,0.4,0.7
Andrew Shaw,ANDREW.SHAW,8476381,16-17,MTL,C,R,1991-07-20,25,2011,5,139,68,4.6,2.7,-1,0.1,-1.3,1.7,3.7,2.8,0.4,6.9,1.3,2.5
Andrew Shaw,ANDREW.SHAW,8476381,17-18,MTL,C,R,1991-07-20,26,2011,5,139,51,-0.4,-1.3,2.7,-0.1,-1.1,0.1,2.3,-1.4,-1,0,0,0
Andrew Shaw,ANDREW.SHAW,8476381,18-19,MTL,C,R,1991-07-20,27,2011,5,139,63,8,-1.4,0.5,0.2,-0.3,0.4,8.5,-1.3,0.1,7.3,1.4,2.6
Andrew Shaw,ANDREW.SHAW,8476381,19-20,CHI,C,R,1991-07-20,28,2011,5,139,26,1.6,-1.3,0.2,0,-1.6,1,1.8,-1.3,-0.6,-0.2,0,-0.1
Andrew Shaw,ANDREW.SHAW,8476381,20-21,CHI,C,R,1991-07-20,29,2011,5,139,14,-1.3,0.7,1.2,-0.1,-0.1,0.4,-0.1,0.6,0.4,0.8,0.2,0.3
Andrey Pedan,ANDREY.PEDAN,8476388,15-16,VAN,D,L,1993-07-03,22,2011,3,63,13,-0.8,-1.6,0,0,-0.4,0,-0.8,-1.6,-0.4,-2.8,-0.5,-1
Andrey Zubarev,ANDREY.ZUBAREV,8471848,10-11,ATL,D,L,1987-03-03,23,2005,6,187,4,0.2,-0.1,0,0.1,-0.1,0.1,0.2,0,-0.1,0.1,0,0
Andy Andreoff,ANDY.ANDREOFF,8476404,14-15,L.A,C,L,1991-05-17,23,2011,3,80,18,-0.1,-1.1,0,0,-0.4,-0.1,-0.1,-1.1,-0.5,-1.7,-0.3,-0.6
Andy Andreoff,ANDY.ANDREOFF,8476404,15-16,L.A,C,L,1991-05-17,24,2011,3,80,60,4.3,-2.8,0,0,0.4,0,4.3,-2.8,0.4,1.9,0.4,0.7
Andy Andreoff,ANDY.ANDREOFF,8476404,16-17,L.A,C,L,1991-05-17,25,2011,3,80,36,-1.8,-0.7,0,0.1,-1.4,0.4,-1.8,-0.6,-1,-3.4,-0.6,-1.2
Andy Andreoff,ANDY.ANDREOFF,8476404,17-18,L.A,C,L,1991-05-17,26,2011,3,80,45,-0.8,-1.1,0,0,0.2,0,-0.8,-1.1,0.2,-1.6,-0.3,-0.6
Andy Andreoff,ANDY.ANDREOFF,8476404,19-20,PHI,C,L,1991-05-17,28,2011,3,80,14,-0.2,-0.7,0,0,0.1,-0.2,-0.2,-0.7,-0.1,-1.1,-0.2,-0.4
Andy Andreoff,ANDY.ANDREOFF,8476404,20-21,PHI,C,L,1991-05-17,29,2011,3,80,6,-0.4,-0.5,0,0,-0.3,-0.1,-0.4,-0.5,-0.4,-1.2,-0.2,-0.4
Andy Andreoff,ANDY.ANDREOFF,8476404,21-22,NYI,C,L,1991-05-17,30,2011,3,80,5,0,0,0,0,0.1,-0.1,0,0,0,-0.1,0,0
Andy Greene,ANDY.GREENE,8472382,07-08,N.J,D,L,1982-10-30,24,2001,NA,NA,59,0.3,-0.9,0.9,0.9,1.6,-0.4,1.2,0,1.2,2.4,0.4,0.8
Andy Greene,ANDY.GREENE,8472382,08-09,N.J,D,L,1982-10-30,25,2001,NA,NA,49,2.9,-2,-0.3,0.3,0.6,0,2.5,-1.8,0.6,1.4,0.2,0.5
Andy Greene,ANDY.GREENE,8472382,09-10,N.J,D,L,1982-10-30,26,2001,NA,NA,78,-0.5,2.7,3.6,1.4,3.5,-0.4,3,4.1,3.1,10.2,1.9,3.6
Andy Greene,ANDY.GREENE,8472382,10-11,N.J,D,L,1982-10-30,27,2001,NA,NA,82,1,5.1,-1.2,2.6,2.6,-0.9,-0.1,7.6,1.7,9.2,1.6,3.1
Andy Greene,ANDY.GREENE,8472382,11-12,N.J,D,L,1982-10-30,28,2001,NA,NA,56,-2.2,2.2,0.3,1.4,1.2,0.1,-1.8,3.6,1.3,3.1,0.5,1
Andy Greene,ANDY.GREENE,8472382,12-13,N.J,D,L,1982-10-30,29,2001,NA,NA,48,-1.3,5.9,1.5,2.2,0.5,0.7,0.2,8.1,1.1,9.4,1.7,3.2
Andy Greene,ANDY.GREENE,8472382,13-14,N.J,D,L,1982-10-30,30,2001,NA,NA,82,4.2,6.6,1.9,2.4,1.7,0.2,6.2,9,1.9,17,3.2,6
Andy Greene,ANDY.GREENE,8472382,14-15,N.J,D,L,1982-10-30,31,2001,NA,NA,82,0.3,4.3,-0.4,-2.2,2.3,0,-0.2,2.1,2.4,4.3,0.8,1.5
Andy Greene,ANDY.GREENE,8472382,15-16,N.J,D,L,1982-10-30,32,2001,NA,NA,82,-5,4.2,0.4,-1.5,1.4,-0.8,-4.6,2.7,0.6,-1.3,-0.3,-0.5
Andy Greene,ANDY.GREENE,8472382,16-17,N.J,D,L,1982-10-30,33,2001,NA,NA,66,0.6,1.5,1.4,1.4,2.2,-0.4,2,2.9,1.8,6.7,1.3,2.4
Andy Greene,ANDY.GREENE,8472382,17-18,N.J,D,L,1982-10-30,34,2001,NA,NA,81,1.4,0.7,0,1.3,2.3,0.1,1.4,2.1,2.4,5.9,1.1,2.2
Andy Greene,ANDY.GREENE,8472382,18-19,N.J,D,L,1982-10-30,35,2001,NA,NA,82,2.4,-1.9,0,2.3,2.1,-0.5,2.4,0.4,1.6,4.4,0.8,1.6
Andy Greene,ANDY.GREENE,8472382,19-20,N.J/NYI,D,L,1982-10-30,36,2001,NA,NA,63,0,2.4,0,-0.5,1,-0.3,0,1.9,0.8,2.7,0.5,0.9
Andy Greene,ANDY.GREENE,8472382,20-21,NYI,D,L,1982-10-30,37,2001,NA,NA,55,-1.2,-0.5,-0.1,1,1.5,-0.7,-1.3,0.5,0.7,0,0,0
Andy Greene,ANDY.GREENE,8472382,21-22,NYI,D,L,1982-10-30,38,2001,NA,NA,39,1.9,1,0,-0.3,1.2,-0.1,1.9,0.7,1.1,3.6,0.7,1.2
Andy Hilbert,ANDY.HILBERT,8468517,07-08,NYI,C,L,1981-02-06,26,2000,2,37,70,0.3,1.2,-0.1,0.1,1,0.1,0.2,1.3,1.1,2.6,0.5,0.9
Andy Hilbert,ANDY.HILBERT,8468517,08-09,NYI,C,L,1981-02-06,27,2000,2,37,67,1.3,1.1,-0.6,-0.4,2,-1.7,0.7,0.7,0.3,1.7,0.3,0.6
Andy Hilbert,ANDY.HILBERT,8468517,09-10,MIN,C,L,1981-02-06,28,2000,2,37,4,0,-0.4,0,0,-0.1,0.1,0,-0.4,0,-0.4,-0.1,-0.1
Andy McDonald,ANDY.MCDONALD,8468434,07-08,ANA/STL,C,L,1977-08-25,30,1995,NA,NA,82,3.6,1.5,-1.7,-0.1,1.1,0.9,1.9,1.5,2,5.5,1,1.9
Andy McDonald,ANDY.MCDONALD,8468434,08-09,STL,C,L,1977-08-25,31,1995,NA,NA,46,2,1.2,2.2,0.3,0.8,-0.1,4.2,1.5,0.7,6.4,1.2,2.2
Andy McDonald,ANDY.MCDONALD,8468434,09-10,STL,C,L,1977-08-25,32,1995,NA,NA,79,9.9,-3.2,1.7,-0.2,2.5,-0.7,11.6,-3.4,1.8,10,1.8,3.5
Andy McDonald,ANDY.MCDONALD,8468434,10-11,STL,C,L,1977-08-25,33,1995,NA,NA,58,7.6,1.4,1.7,1.2,0.7,-1.8,9.3,2.6,-1.2,10.7,1.9,3.7
Andy McDonald,ANDY.MCDONALD,8468434,11-12,STL,C,L,1977-08-25,34,1995,NA,NA,25,4.2,-0.1,1.3,0,1,0.1,5.5,-0.1,1.1,6.5,1.1,2.1
Andy McDonald,ANDY.MCDONALD,8468434,12-13,STL,C,L,1977-08-25,35,1995,NA,NA,37,1.4,-2,-0.4,0.2,0.1,0.9,1,-1.8,1,0.1,0,0
Andy Miele,ANDY.MIELE,8476206,11-12,ARI,C,L,1988-04-15,23,2006,NA,NA,7,-0.2,-0.9,0,0,-0.4,-0.1,-0.2,-0.9,-0.5,-1.6,-0.3,-0.5
Andy Miele,ANDY.MIELE,8476206,12-13,ARI,C,L,1988-04-15,24,2006,NA,NA,1,0,0,0,0,0,0.2,0,0,0.2,0.2,0,0.1
Andy Miele,ANDY.MIELE,8476206,13-14,ARI,C,L,1988-04-15,25,2006,NA,NA,7,-0.3,-0.9,0,0,0.2,0,-0.3,-0.9,0.2,-1,-0.2,-0.3
Andy Sutton,ANDY.SUTTON,8467304,07-08,NYI,D,L,1975-03-10,32,1993,NA,NA,58,0.1,0.3,0.3,0.3,-1.2,-0.3,0.4,0.6,-1.5,-0.5,-0.1,-0.2
Andy Sutton,ANDY.SUTTON,8467304,08-09,NYI,D,L,1975-03-10,33,1993,NA,NA,23,1.3,-1.1,0,0.1,-1.7,0.3,1.4,-1,-1.4,-1.1,-0.2,-0.4
Andy Sutton,ANDY.SUTTON,8467304,09-10,NYI/OTT,D,L,1975-03-10,34,1993,NA,NA,71,3.3,0.7,-0.1,0.2,-2,-0.6,3.2,0.9,-2.6,1.5,0.3,0.5
Andy Sutton,ANDY.SUTTON,8467304,10-11,ANA,D,L,1975-03-10,35,1993,NA,NA,39,-0.3,1.5,0,-0.6,-3.3,-0.6,-0.3,0.9,-3.9,-3.3,-0.6,-1.1
Andy Sutton,ANDY.SUTTON,8467304,11-12,EDM,D,L,1975-03-10,36,1993,NA,NA,52,6.2,-0.6,0,1.2,-2.7,-0.4,6.2,0.6,-3.1,3.7,0.6,1.2
Andy Welinski,ANDY.WELINSKI,8476407,17-18,ANA,D,R,1993-04-27,24,2011,3,83,7,-1,-0.2,0,0,0.2,-0.1,-1.1,-0.2,0.1,-1.1,-0.2,-0.4
Andy Welinski,ANDY.WELINSKI,8476407,18-19,ANA,D,R,1993-04-27,25,2011,3,83,26,-1,-2.1,-0.1,0,0.1,0.3,-1,-2,0.4,-2.7,-0.5,-0.9
Andy Welinski,ANDY.WELINSKI,8476407,20-21,ANA,D,R,1993-04-27,27,2011,3,83,13,-1,-0.6,0,0,0.4,-0.2,-1,-0.6,0.2,-1.4,-0.2,-0.5
Andy Wozniewski,ANDY.WOZNIEWSKI,8471188,07-08,TOR,D,L,1980-05-25,27,1998,NA,NA,48,2.3,-1.2,0,-2.2,-3,-0.3,2.3,-3.4,-3.4,-4.5,-0.8,-1.6
Andy Wozniewski,ANDY.WOZNIEWSKI,8471188,08-09,STL,D,L,1980-05-25,28,1998,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0
Andy Wozniewski,ANDY.WOZNIEWSKI,8471188,09-10,BOS,D,L,1980-05-25,29,1998,NA,NA,2,0.1,0,0,0,0,0,0.1,0,0,0.1,0,0
Anssi Salmela,ANSSI.SALMELA,8474557,08-09,ATL/N.J,D,L,1984-08-13,24,2002,NA,NA,26,-0.5,-1.2,-0.8,0,0.5,0.3,-1.4,-1.2,0.8,-1.7,-0.3,-0.6
Anssi Salmela,ANSSI.SALMELA,8474557,09-10,ATL/N.J,D,L,1984-08-13,25,2002,NA,NA,38,1.6,-1.9,0,0.1,-0.4,-0.2,1.6,-1.8,-0.6,-0.8,-0.2,-0.3
Anssi Salmela,ANSSI.SALMELA,8474557,10-11,N.J,D,L,1984-08-13,26,2002,NA,NA,48,-4.1,1.4,0,0,0.7,-0.3,-4.1,1.5,0.4,-2.2,-0.4,-0.8
Anthony Angello,ANTHONY.ANGELLO,8478074,19-20,PIT,C,R,1996-03-06,23,2014,5,145,8,0.3,-0.1,0,0,-0.1,-0.1,0.3,-0.1,-0.2,0.1,0,0
Anthony Angello,ANTHONY.ANGELLO,8478074,20-21,PIT,C,R,1996-03-06,24,2014,5,145,19,0,1.4,0,0,-0.4,-0.1,0.1,1.4,-0.5,1,0.2,0.3
Anthony Angello,ANTHONY.ANGELLO,8478074,21-22,PIT,C,R,1996-03-06,25,2014,5,145,1,0,0,0,0,0,0,0,0,0,0,0,0
Anthony Beauvillier,ANTHONY.BEAUVILLIER,8478463,16-17,NYI,L,L,1997-06-08,19,2015,1,28,66,1.8,-3.3,0.3,0,1.1,-0.6,2.1,-3.3,0.4,-0.8,-0.1,-0.3
Anthony Beauvillier,ANTHONY.BEAUVILLIER,8478463,17-18,NYI,L,L,1997-06-08,20,2015,1,28,71,11.2,-5.4,1.3,-0.6,0.8,-1,12.5,-6,-0.2,6.3,1.2,2.3
Anthony Beauvillier,ANTHONY.BEAUVILLIER,8478463,18-19,NYI,L,L,1997-06-08,21,2015,1,28,81,6.9,-0.9,-1.3,0,2,1.1,5.6,-0.9,3.1,7.8,1.5,2.7
Anthony Beauvillier,ANTHONY.BEAUVILLIER,8478463,19-20,NYI,L,L,1997-06-08,22,2015,1,28,68,6.1,0.8,0.3,0.4,1.9,0.4,6.4,1.2,2.3,9.9,1.8,3.4
Anthony Beauvillier,ANTHONY.BEAUVILLIER,8478463,20-21,NYI,L,L,1997-06-08,23,2015,1,28,47,5.5,1.3,1.4,-0.1,0.8,0.1,6.9,1.2,0.9,9,1.6,3
Anthony Beauvillier,ANTHONY.BEAUVILLIER,8478463,21-22,NYI,L,L,1997-06-08,24,2015,1,28,46,-0.7,-0.2,1.8,0,1.5,-0.3,1.1,-0.2,1.2,2.1,0.4,0.7
Anthony Bitetto,ANTHONY.BITETTO,8475868,14-15,NSH,D,L,1990-07-15,24,2010,6,168,7,0.2,-0.8,0,0,0.2,0.1,0.2,-0.8,0.3,-0.3,-0.1,-0.1
Anthony Bitetto,ANTHONY.BITETTO,8475868,15-16,NSH,D,L,1990-07-15,25,2010,6,168,28,0.1,-1.5,0,0,-0.1,0.2,0.1,-1.5,0.1,-1.3,-0.2,-0.5
Anthony Bitetto,ANTHONY.BITETTO,8475868,16-17,NSH,D,L,1990-07-15,26,2010,6,168,29,-0.1,-2.6,0,0.1,-1,-0.2,-0.1,-2.6,-1.2,-3.8,-0.7,-1.4
Anthony Bitetto,ANTHONY.BITETTO,8475868,17-18,NSH,D,L,1990-07-15,27,2010,6,168,32,-1.7,-1.4,0,0.1,-0.7,0.1,-1.6,-1.4,-0.6,-3.6,-0.7,-1.3
Anthony Bitetto,ANTHONY.BITETTO,8475868,18-19,MIN/NSH,D,L,1990-07-15,28,2010,6,168,36,-2.5,-1.8,0,0,-0.2,0.4,-2.5,-1.8,0.2,-4.2,-0.8,-1.5
Anthony Bitetto,ANTHONY.BITETTO,8475868,19-20,WPG,D,L,1990-07-15,29,2010,6,168,51,-2.2,-0.4,0,0.2,0,-0.4,-2.2,-0.2,-0.4,-2.8,-0.5,-1
Anthony Bitetto,ANTHONY.BITETTO,8475868,20-21,NYR,D,L,1990-07-15,30,2010,6,168,14,1,-1.6,0,0.2,-0.3,0.2,1,-1.4,-0.1,-0.5,-0.1,-0.2
Anthony Cirelli,ANTHONY.CIRELLI,8478519,17-18,T.B,C,L,1997-07-15,20,2015,3,72,18,2.9,-0.1,0,0.2,0,0.2,2.9,0.1,0.2,3.2,0.6,1.2
Anthony Cirelli,ANTHONY.CIRELLI,8478519,18-19,T.B,C,L,1997-07-15,21,2015,3,72,82,6.3,2.8,0,1.5,1.9,1.8,6.3,4.3,3.7,14.3,2.7,5
Anthony Cirelli,ANTHONY.CIRELLI,8478519,19-20,T.B,C,L,1997-07-15,22,2015,3,72,68,6,4.4,0.6,-1.2,1.3,2.4,6.6,3.2,3.7,13.5,2.4,4.6
Anthony Cirelli,ANTHONY.CIRELLI,8478519,20-21,T.B,C,L,1997-07-15,23,2015,3,72,50,1.5,-1,-0.1,-0.1,0.9,0.8,1.4,-1.1,1.7,2,0.4,0.7
Anthony Cirelli,ANTHONY.CIRELLI,8478519,21-22,T.B,C,L,1997-07-15,24,2015,3,72,46,2.2,5.7,2,-0.7,1,1.2,4.2,5.1,2.2,11.4,2,3.9
Anthony Duclair,ANTHONY.DUCLAIR,8477407,14-15,NYR,L,L,1995-08-26,19,2013,3,80,18,-0.7,0.5,-0.2,0,0.3,0,-0.9,0.5,0.4,-0.1,0,0
Anthony Duclair,ANTHONY.DUCLAIR,8477407,15-16,ARI,L,L,1995-08-26,20,2013,3,80,81,8.2,-0.5,2.6,0,0,1.1,10.8,-0.5,1,11.3,2.2,4.2
Anthony Duclair,ANTHONY.DUCLAIR,8477407,16-17,ARI,L,L,1995-08-26,21,2013,3,80,58,2.3,0.2,-1.1,0,0.4,-0.1,1.3,0.2,0.3,1.8,0.3,0.6
Anthony Duclair,ANTHONY.DUCLAIR,8477407,17-18,ARI/CHI,L,L,1995-08-26,22,2013,3,80,56,3.5,-2.1,1,0,0.5,1.2,4.4,-2.1,1.7,4,0.8,1.5
Anthony Duclair,ANTHONY.DUCLAIR,8477407,18-19,CBJ/OTT,L,L,1995-08-26,23,2013,3,80,74,3,-5,1.8,0,1.2,0.8,4.8,-5,2,1.8,0.3,0.6
Anthony Duclair,ANTHONY.DUCLAIR,8477407,19-20,OTT,L,L,1995-08-26,24,2013,3,80,66,8.1,-5.3,0.4,0.2,0.9,-0.2,8.5,-5.1,0.7,4.2,0.7,1.4
Anthony Duclair,ANTHONY.DUCLAIR,8477407,20-21,FLA,L,L,1995-08-26,25,2013,3,80,43,1.9,-0.3,-0.6,-0.2,0.2,1.4,1.3,-0.5,1.7,2.5,0.4,0.8
Anthony Duclair,ANTHONY.DUCLAIR,8477407,21-22,FLA,L,L,1995-08-26,26,2013,3,80,45,9.8,-3.4,1.8,0.2,0.6,1.2,11.6,-3.3,1.8,10.2,1.8,3.4
Anthony Greco,ANTHONY.GRECO,8479447,18-19,FLA,R,R,1993-09-30,24,2012,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0
Anthony Greco,ANTHONY.GRECO,8479447,21-22,NYR,R,R,1993-09-30,27,2012,NA,NA,1,0,0,0,0,0,0,0,0,0,0.1,0,0
Anthony Mantha,ANTHONY.MANTHA,8477511,15-16,DET,R,L,1994-09-16,20,2013,1,20,10,0,-1.1,0.5,0,0.1,-0.1,0.5,-1.1,0,-0.5,-0.1,-0.2
Anthony Mantha,ANTHONY.MANTHA,8477511,16-17,DET,R,L,1994-09-16,21,2013,1,20,60,7.7,3.2,-1.2,0,1,-0.5,6.5,3.2,0.5,10.3,1.9,3.7
Anthony Mantha,ANTHONY.MANTHA,8477511,17-18,DET,R,L,1994-09-16,22,2013,1,20,80,7.3,1.5,3.2,0,1.3,-2.1,10.5,1.5,-0.8,11.3,2.2,4.2
Anthony Mantha,ANTHONY.MANTHA,8477511,18-19,DET,R,L,1994-09-16,23,2013,1,20,67,5.8,1.5,3.5,0,1.5,-0.6,9.4,1.5,0.8,11.7,2.2,4.1
Anthony Mantha,ANTHONY.MANTHA,8477511,19-20,DET,R,L,1994-09-16,24,2013,1,20,43,5.4,3.8,0.2,0,0.2,-0.8,5.6,3.8,-0.5,8.8,1.6,3
Anthony Mantha,ANTHONY.MANTHA,8477511,20-21,DET/WSH,R,L,1994-09-16,25,2013,1,20,56,4,0.6,-0.4,0.1,0.9,-0.7,3.6,0.7,0.2,4.5,0.8,1.5
