"Player","EH_ID","API ID","Season","Team","Position","Shoots","Birthday","Age","Draft Yr","Draft Rd","Draft Ov","GP","TOI","GF%","SF%","FF%","CF%","xGF%","GF/60","GA/60","SF/60","SA/60","FF/60","FA/60","CF/60","CA/60","xGF/60","xGA/60","G±/60","S±/60","F±/60","C±/60","xG±/60","Sh%","Sv%"
"Colin Blackwell","COLIN.BLACKWELL","8476278","21-22","SEA","C","R",1993-03-28,28,2011,7,194,31,364.22,44.11,47.53,47.39,46.99,45.31,2.22,2.81,25.5,28.15,36.4,40.4,49.66,56.02,2.09,2.52,-0.59,-2.65,-4,-6.36,-0.43,8.69,90.03
"Colin Fraser","COLIN.FRASER","8470662","07-08","CHI","C","L",1985-01-28,22,2003,3,69,5,51.55,15.19,31.58,34.09,31.42,21.08,1.09,6.11,19.11,41.4,25.76,49.79,30.32,66.18,1.36,5.1,-5.02,-22.29,-24.03,-35.86,-3.74,5.72,85.24
"Colin Fraser","COLIN.FRASER","8470662","08-09","CHI","C","L",1985-01-28,23,2003,3,69,81,882.05,33.76,39.65,39.26,37.88,34.75,1.74,3.41,23.05,35.09,29.81,46.11,38.18,62.63,1.74,3.26,-1.67,-12.04,-16.3,-24.45,-1.52,7.53,90.29
"Colin Fraser","COLIN.FRASER","8470662","09-10","CHI","C","L",1985-01-28,24,2003,3,69,70,671.98,45.14,55.14,53.8,51.16,49.91,2.4,2.92,29.09,23.67,38.94,33.44,50.52,48.24,2.31,2.32,-0.52,5.42,5.5,2.28,-0.01,8.25,87.68
"Colin Fraser","COLIN.FRASER","8470662","10-11","EDM","C","L",1985-01-28,25,2003,3,69,67,688.48,28.33,34.53,32.33,32.34,31.31,1.24,3.13,19.03,36.09,25.01,52.35,35.02,73.26,1.65,3.63,-1.89,-17.06,-27.34,-38.25,-1.98,6.5,91.33
"Colin Fraser","COLIN.FRASER","8470662","11-12","L.A","C","L",1985-01-28,26,2003,3,69,67,652.25,39.87,46.57,45.29,46.29,43.35,1.2,1.8,24.42,28.02,34.23,41.34,46.39,53.82,1.7,2.22,-0.61,-3.6,-7.11,-7.43,-0.52,4.9,93.56
"Colin Fraser","COLIN.FRASER","8470662","12-13","L.A","C","L",1985-01-28,27,2003,3,69,34,318.6,37.84,47.09,46.2,49.65,47.96,1.68,2.76,22.23,24.98,31.97,37.23,46.08,46.73,1.97,2.13,-1.08,-2.75,-5.26,-0.65,-0.17,7.56,88.96
"Colin Fraser","COLIN.FRASER","8470662","13-14","L.A","C","L",1985-01-28,28,2003,3,69,33,296.62,25.34,50.6,49.06,49.18,44.5,0.41,1.22,24.08,23.5,35.51,36.88,48.51,50.12,1.66,2.07,-0.81,0.57,-1.36,-1.61,-0.41,1.72,94.8
"Colin Fraser","COLIN.FRASER","8470662","14-15","STL","C","L",1985-01-28,29,2003,3,69,1,4.7,0,27.99,24.75,19.66,9.76,0,12,25.4,65.36,25.53,77.62,25.28,103.28,1.02,9.45,-12,-39.96,-52.09,-78,-8.43,0,81.64
"Colin Greening","COLIN.GREENING","8471862","10-11","OTT","C","L",1986-03-09,24,2005,7,204,24,362.08,52.94,49.95,49.88,49.71,47.59,3,2.67,35.21,35.28,46.81,47.04,59.16,59.85,2.8,3.08,0.33,-0.07,-0.23,-0.69,-0.28,8.52,92.44
"Colin Greening","COLIN.GREENING","8471862","11-12","OTT","C","L",1986-03-09,25,2005,7,204,82,1278.48,52.92,52.07,53.66,55.05,54.25,2.95,2.63,33.07,30.43,46.19,39.89,64.61,52.76,2.96,2.49,0.33,2.63,6.3,11.84,0.46,8.93,91.37
"Colin Greening","COLIN.GREENING","8471862","12-13","OTT","C","L",1986-03-09,26,2005,7,204,47,692.3,59.99,51.86,53.15,54.22,53.36,2.76,1.84,34.32,31.86,48.51,42.77,65.57,55.36,2.97,2.6,0.92,2.46,5.74,10.21,0.37,8.03,94.23
"Colin Greening","COLIN.GREENING","8471862","13-14","OTT","C","L",1986-03-09,27,2005,7,204,76,1043.87,38.78,48.04,47.56,48.93,43.89,1.87,2.96,29.54,31.95,40.6,44.78,55.19,57.61,2.19,2.8,-1.08,-2.41,-4.17,-2.42,-0.61,6.34,90.75
"Colin Greening","COLIN.GREENING","8471862","14-15","OTT","C","L",1986-03-09,28,2005,7,204,26,255.37,31.39,49.31,50.19,51.34,52.12,0.96,2.1,28.37,29.16,38.82,38.53,54.71,51.85,2.05,1.89,-1.14,-0.79,0.29,2.86,0.17,3.39,92.8
"Colin Greening","COLIN.GREENING","8471862","15-16","OTT/TOR","C","L",1986-03-09,29,2005,7,204,31,436.98,52.05,55.3,56.7,58.98,55.92,2.86,2.64,33.49,27.07,48.97,37.4,68.54,47.67,3.11,2.45,0.23,6.42,11.57,20.86,0.66,8.55,90.26
"Colin McDonald","COLIN.MCDONALD","8470644","09-10","EDM","R","R",1984-09-30,24,2003,2,51,2,13.38,100,56.25,55.01,57.65,64,4.53,0,36.91,28.7,40.85,33.41,52.91,38.88,2.15,1.21,4.53,8.21,7.44,14.04,0.94,12.27,100
"Colin McDonald","COLIN.MCDONALD","8470644","11-12","PIT","R","R",1984-09-30,26,2003,2,51,5,42.35,50,46.3,48.17,52.07,32.89,1.33,1.33,26.79,31.07,44.08,47.43,61.87,56.94,1.39,2.83,0,-4.28,-3.36,4.93,-1.45,4.97,95.71
"Colin McDonald","COLIN.MCDONALD","8470644","12-13","NYI","R","R",1984-09-30,27,2003,2,51,45,511.82,49.03,52.9,50.65,50.12,54.38,2.73,2.84,32.21,28.68,42.66,41.57,56.76,56.5,3.04,2.55,-0.11,3.53,1.09,0.26,0.49,8.48,90.1
"Colin McDonald","COLIN.MCDONALD","8470644","13-14","NYI","R","R",1984-09-30,28,2003,2,51,70,867.17,37.04,47.89,47.13,47.14,45.78,2.04,3.46,26.75,29.1,37.01,41.52,50.01,56.09,2.26,2.68,-1.43,-2.35,-4.51,-6.07,-0.42,7.62,88.1
"Colin McDonald","COLIN.MCDONALD","8470644","14-15","NYI","R","R",1984-09-30,29,2003,2,51,18,189.13,43.11,53.21,52.39,52.39,52.58,2.84,3.74,33.31,29.29,43.98,39.98,60.29,54.78,3.17,2.86,-0.91,4.02,4.01,5.51,0.31,8.51,87.22
"Colin McDonald","COLIN.MCDONALD","8470644","15-16","PHI","R","R",1984-09-30,30,2003,2,51,5,40.72,50,41.21,44.03,45.04,45.54,1.39,1.39,16.62,23.71,24.11,30.65,36.34,44.34,1.36,1.62,0,-7.09,-6.54,-8,-0.27,8.33,94.16
"Colin McDonald","COLIN.MCDONALD","8470644","16-17","PHI","R","R",1984-09-30,31,2003,2,51,3,27.07,100,48.31,48.03,51.99,51.75,2.19,0,30.1,32.21,39.67,42.93,52.97,48.92,2.62,2.44,2.19,-2.11,-3.26,4.06,0.18,7.29,100
"Colin Miller","COLIN.MILLER","8476525","15-16","BOS","D","R",1992-10-29,22,2012,5,151,42,663.38,55.91,55.54,55.93,54.95,54.21,3.01,2.38,33.52,26.83,47.56,37.48,61.24,50.2,2.62,2.21,0.64,6.69,10.09,11.03,0.41,8.99,91.15
"Colin Miller","COLIN.MILLER","8476525","16-17","BOS","D","R",1992-10-29,23,2012,5,151,61,964.77,52.5,62.99,63.27,62.18,62.77,2.18,1.97,35.03,20.58,51.09,29.66,67.28,40.92,2.8,1.66,0.21,14.45,21.43,26.35,1.14,6.22,90.42
"Colin Miller","COLIN.MILLER","8476525","17-18","VGK","D","R",1992-10-29,24,2012,5,151,82,1586.18,54.3,57.99,58.56,59.72,58.61,3.09,2.6,35.08,25.41,49.52,35.04,67.37,45.43,3.2,2.26,0.49,9.67,14.48,21.94,0.94,8.8,89.77
"Colin Miller","COLIN.MILLER","8476525","18-19","VGK","D","R",1992-10-29,25,2012,5,151,65,1276.98,57.54,57.13,58.71,59.71,58.39,3.08,2.27,33.94,25.47,48.43,34.06,67.17,45.31,3.27,2.33,0.81,8.48,14.38,21.85,0.94,9.08,91.07
"Colin Miller","COLIN.MILLER","8476525","19-20","BUF","D","R",1992-10-29,26,2012,5,151,51,873.83,45.72,48.77,49.23,50.74,50,2.14,2.54,28.26,29.68,38.98,40.21,52.42,50.89,2.28,2.28,-0.4,-1.42,-1.23,1.53,0,7.57,91.44
"Colin Miller","COLIN.MILLER","8476525","20-21","BUF","D","R",1992-10-29,27,2012,5,151,48,864,36.76,45.51,46.29,46.05,42.95,1.87,3.22,26.11,31.26,36.64,42.5,46.85,54.9,2.02,2.68,-1.35,-5.16,-5.87,-8.05,-0.66,7.18,89.69
"Colin Miller","COLIN.MILLER","8476525","21-22","BUF","D","R",1992-10-29,28,2012,5,151,32,628.35,51.32,45.37,45.28,45.94,43.55,3.49,3.31,26.47,31.87,35.81,43.27,46.22,54.38,2.13,2.77,0.18,-5.4,-7.46,-8.16,-0.63,13.2,89.6
"Colin Smith","COLIN.SMITH","8476536","14-15","COL","C","R",1993-06-20,21,2012,7,192,1,6.1,0,59.47,48.35,42.4,18.75,0,0,28.72,19.57,37.57,40.13,37.57,51.05,0.59,2.56,0,9.15,-2.56,-13.48,-1.97,0,100
"Colin Stuart","COLIN.STUART","8469582","07-08","ATL","L","L",1982-07-08,25,2001,5,135,18,221.92,53.34,42.65,39.01,39.14,38.5,2.14,1.87,22.49,30.23,28.55,44.64,36.55,56.85,1.75,2.8,0.27,-7.75,-16.08,-20.29,-1.05,9.5,93.82
"Colin Stuart","COLIN.STUART","8469582","08-09","ATL","L","L",1982-07-08,26,2001,5,135,33,411.93,38.38,40.37,39.36,38.7,36.68,2.22,3.56,25.8,38.11,33.34,51.37,42.95,68.04,2.01,3.47,-1.34,-12.31,-18.03,-25.09,-1.46,8.6,90.65
"Colin Stuart","COLIN.STUART","8469582","10-11","BUF","L","L",1982-07-08,28,2001,5,135,3,39.47,100,49.78,49.89,49.52,57.54,1.54,0,35.98,36.3,47.79,48.01,64.79,66.05,3.42,2.52,1.54,-0.32,-0.21,-1.26,0.9,4.27,100
"Colin Stuart","COLIN.STUART","8469582","11-12","BUF","L","L",1982-07-08,29,2001,5,135,2,12.38,0,5.92,15.68,25.67,7.14,0,14.54,4.17,66.2,13.28,71.44,26.61,77.06,0.15,1.89,-14.54,-62.04,-58.16,-50.45,-1.74,0,78.04
"Colin White","COLIN.WHITE","8465005","07-08","N.J","D","L",1977-12-12,29,1996,2,49,57,1119.87,36.33,37.7,39.94,40.91,36.81,1.48,2.6,20.85,34.46,29.87,44.92,39.14,56.52,1.74,2.99,-1.12,-13.61,-15.05,-17.38,-1.25,7.12,92.45
"Colin White","COLIN.WHITE","8465005","08-09","N.J","D","L",1977-12-12,30,1996,2,49,71,1350.7,45.7,47.82,47.86,47.71,45.58,2.65,3.15,28.24,30.82,37.66,41.04,48.7,53.36,2.16,2.58,-0.5,-2.58,-3.37,-4.67,-0.42,9.38,89.78
"Colin White","COLIN.WHITE","8465005","09-10","N.J","D","L",1977-12-12,31,1996,2,49,81,1626.07,47.19,47.91,47.39,46.46,47.4,2.24,2.51,26.5,28.81,34.58,38.38,43.91,50.59,2.19,2.43,-0.27,-2.32,-3.8,-6.69,-0.24,8.46,91.3
"Colin White","COLIN.WHITE","8465005","10-11","N.J","D","L",1977-12-12,32,1996,2,49,69,1301,39.14,44.21,43.96,43.59,41.86,1.69,2.63,23.31,29.41,31.05,39.59,40.97,53.03,1.84,2.55,-0.94,-6.1,-8.54,-12.05,-0.71,7.25,91.07
"Colin White","COLIN.WHITE","8465005","11-12","S.J","D","L",1977-12-12,33,1996,2,49,54,807.17,33.64,46.71,47.13,45.48,44.17,1.54,3.04,25.77,29.4,35.28,39.57,47.67,57.15,1.87,2.37,-1.5,-3.63,-4.3,-9.48,-0.49,5.98,89.66
"Colin White (C)","COLIN.WHITE2","8478400","16-17","OTT","C","R",1997-01-30,19,2015,1,21,2,27.42,49.51,51.08,49.8,52.32,40.21,2.21,2.25,21.25,20.35,38.18,38.49,58.16,53,2.56,3.81,-0.04,0.9,-0.31,5.16,-1.25,10.4,88.92
"Colin White (C)","COLIN.WHITE2","8478400","17-18","OTT","C","R",1997-01-30,20,2015,1,21,21,280.23,54.45,43.37,44.59,45,43.97,2.82,2.36,26.77,34.95,36.96,45.92,51.42,62.86,1.97,2.51,0.46,-8.18,-8.96,-11.44,-0.54,10.52,93.26
"Colin White (C)","COLIN.WHITE2","8478400","18-19","OTT","C","R",1997-01-30,21,2015,1,21,71,1150.1,46.61,50.9,51.27,51.05,54.24,3.23,3.7,32.94,31.77,44.99,42.77,60.3,57.82,3.18,2.69,-0.47,1.17,2.23,2.48,0.5,9.79,88.37
"Colin White (C)","COLIN.WHITE2","8478400","19-20","OTT","C","R",1997-01-30,22,2015,1,21,61,957.78,46.1,50.86,51.7,52.35,53.57,2.32,2.72,31.84,30.76,45.54,42.54,60.43,55.01,3.11,2.7,-0.39,1.07,3,5.43,0.41,7.3,91.17
"Colin White (C)","COLIN.WHITE2","8478400","20-21","OTT","C","R",1997-01-30,23,2015,1,21,45,661.1,49.97,53.51,53.98,53.86,53,2.61,2.62,31.33,27.22,45.59,38.86,60.71,52.01,2.58,2.29,0,4.11,6.73,8.7,0.29,8.34,90.38
"Colin White (C)","COLIN.WHITE2","8478400","21-22","OTT","C","R",1997-01-30,24,2015,1,21,1,14.5,100,52.6,59.47,65.53,42.95,3.6,0,34.76,31.32,46.26,31.53,60.58,31.86,2.77,3.68,3.6,3.43,14.73,28.72,-0.91,10.36,100
"Colin Wilson","COLIN.WILSON","8474569","09-10","NSH","C","L",1989-10-20,19,2008,1,7,35,530.65,51.39,55.61,58.06,57.31,57.97,2.52,2.39,32.71,26.11,47.18,34.08,60.73,45.23,2.91,2.11,0.14,6.6,13.1,15.5,0.8,7.72,90.86
"Colin Wilson","COLIN.WILSON","8474569","10-11","NSH","C","L",1989-10-20,20,2008,1,7,82,1090.12,62.65,53.31,53.86,55.31,58.86,2.65,1.58,29.53,25.86,41.15,35.26,56.55,45.7,2.65,1.85,1.07,3.67,5.89,10.85,0.8,8.99,93.88
"Colin Wilson","COLIN.WILSON","8474569","11-12","NSH","C","L",1989-10-20,21,2008,1,7,68,1096.85,62.04,56.33,55.54,55.7,61.85,3.41,2.08,33.45,25.93,45.13,36.12,59.36,47.21,2.99,1.85,1.32,7.51,9.01,12.15,1.15,10.18,91.97
"Colin Wilson","COLIN.WILSON","8474569","12-13","NSH","C","L",1989-10-20,22,2008,1,7,25,414.17,59.99,57.83,56.18,54.27,62.07,3.02,2.02,29.04,21.18,40.28,31.42,53.44,45.03,2.77,1.69,1.01,7.86,8.86,8.41,1.08,10.41,90.48
"Colin Wilson","COLIN.WILSON","8474569","13-14","NSH","C","L",1989-10-20,23,2008,1,7,81,1232.5,54.09,54.2,53.08,51.95,56.1,2.61,2.22,31.75,26.83,43.39,38.36,56.89,52.62,2.59,2.03,0.39,4.92,5.03,4.26,0.56,8.22,91.74
"Colin Wilson","COLIN.WILSON","8474569","14-15","NSH","C","L",1989-10-20,24,2008,1,7,77,1248.28,65.82,60.39,60.35,60.08,62.66,3.28,1.7,37.16,24.37,51.48,33.82,70.21,46.65,3.36,2.01,1.58,12.79,17.66,23.57,1.36,8.82,93.01
"Colin Wilson","COLIN.WILSON","8474569","15-16","NSH","C","L",1989-10-20,25,2008,1,7,64,925.22,53.14,57.2,57.76,56.35,59.88,2.58,2.28,32.95,24.66,45.78,33.48,60.86,47.15,2.93,1.96,0.3,8.29,12.3,13.71,0.97,7.84,90.76
"Colin Wilson","COLIN.WILSON","8474569","16-17","NSH","C","L",1989-10-20,26,2008,1,7,70,1047.02,61.51,55.79,55.81,57.23,60.08,3.61,2.26,33.55,26.59,46.39,36.73,64.35,48.1,2.98,1.98,1.35,6.97,9.66,16.25,1,10.75,91.51
"Colin Wilson","COLIN.WILSON","8474569","17-18","COL","C","L",1989-10-20,27,2008,1,7,56,735.42,55.56,54.64,53.93,53.24,56.19,2.39,1.91,32.45,26.94,45.33,38.72,58.66,51.53,2.71,2.11,0.48,5.51,6.61,7.13,0.6,7.35,92.91
"Colin Wilson","COLIN.WILSON","8474569","18-19","COL","C","L",1989-10-20,28,2008,1,7,65,881.57,56.36,55.73,55.19,54.15,58.2,3.17,2.45,35.03,27.82,46.31,37.6,61.96,52.45,2.9,2.09,0.72,7.2,8.71,9.5,0.82,9.05,91.18
"Colin Wilson","COLIN.WILSON","8474569","19-20","COL","C","L",1989-10-20,29,2008,1,7,9,113.77,89.16,55.61,54.44,56.65,61.47,4.29,0.52,35.31,28.19,43.77,36.63,63.72,48.77,2.64,1.66,3.77,7.12,7.14,14.96,0.99,12.16,98.15
"Colten Teubert","COLTEN.TEUBERT","8474575","11-12","EDM","D","R",1990-03-08,21,2008,1,13,24,303.4,35.68,44.21,46.15,47.02,45.75,1.62,2.93,27.61,34.83,39.67,46.29,52.37,59.02,2.36,2.8,-1.3,-7.23,-6.62,-6.64,-0.44,5.88,91.6
"Colton Gillies","COLTON.GILLIES","8474121","08-09","MIN","C","L",1989-02-12,19,2007,1,16,45,370.18,47.9,41.81,43.46,44.02,45.98,1.61,1.75,21.06,29.31,31.08,40.44,42.6,54.17,1.66,1.95,-0.14,-8.25,-9.36,-11.57,-0.29,7.63,94.03
"Colton Gillies","COLTON.GILLIES","8474121","10-11","MIN","C","L",1989-02-12,21,2007,1,16,7,72.57,24.42,46.87,41.43,44.21,41,0.78,2.41,18.99,21.53,25.63,36.24,34.97,44.13,1.15,1.65,-1.63,-2.54,-10.61,-9.16,-0.5,4.09,88.82
"Colton Gillies","COLTON.GILLIES","8474121","11-12","CBJ/MIN","C","L",1989-02-12,22,2007,1,16,75,756.57,34.68,35.3,37.68,37.26,35.85,1.19,2.24,18.49,33.88,26.84,44.39,36.06,60.71,1.27,2.26,-1.05,-15.4,-17.56,-24.65,-1,6.42,93.4
"Colton Gillies","COLTON.GILLIES","8474121","12-13","CBJ","C","L",1989-02-12,23,2007,1,16,27,224.05,57.67,39.21,39.16,41.71,36.04,1.05,0.77,19.48,30.21,24.81,38.54,36.44,50.94,1.12,1.98,0.28,-10.72,-13.73,-14.5,-0.86,5.37,97.46
"Colton Orr","COLTON.ORR","8468778","07-08","NYR","R","R",1982-03-03,25,2000,NA,NA,74,578.97,22.15,49.28,50.17,47.67,44.67,0.52,1.82,22.77,23.43,30.94,30.72,40.26,44.19,1.51,1.87,-1.3,-0.66,0.22,-3.93,-0.36,2.28,92.23
"Colton Orr","COLTON.ORR","8468778","08-09","NYR","R","R",1982-03-03,26,2000,NA,NA,82,532,24.28,44.98,45.66,45.79,43.87,0.84,2.62,23.05,28.19,32.67,38.88,42.17,49.93,1.91,2.44,-1.78,-5.14,-6.21,-7.76,-0.53,3.64,90.71
"Colton Orr","COLTON.ORR","8468778","09-10","TOR","R","R",1982-03-03,27,2000,NA,NA,82,563.05,44.01,45.38,45.01,42.82,44.26,1.58,2.02,24.82,29.87,35.17,42.97,44.54,59.48,1.87,2.35,-0.43,-5.05,-7.8,-14.93,-0.48,6.38,93.25
"Colton Orr","COLTON.ORR","8468778","10-11","TOR","R","R",1982-03-03,28,2000,NA,NA,46,233.32,45.5,37.83,37.01,39.05,30.68,1.29,1.54,17.07,28.05,24.85,42.29,38.32,59.82,0.97,2.2,-0.25,-10.99,-17.44,-21.5,-1.22,7.53,94.51
"Colton Orr","COLTON.ORR","8468778","11-12","TOR","R","R",1982-03-03,29,2000,NA,NA,5,22.4,100,36.98,29.79,27.17,32.99,2.65,0,21.83,37.21,27.24,64.21,35.28,94.55,1.74,3.54,2.65,-15.38,-36.96,-59.28,-1.79,12.15,100
"Colton Orr","COLTON.ORR","8468778","12-13","TOR","R","R",1982-03-03,30,2000,NA,NA,44,281.17,63.71,41.48,39.14,38.22,37.85,1.93,1.1,21.88,30.87,29.42,45.75,38.57,62.34,1.48,2.43,0.83,-8.98,-16.33,-23.77,-0.95,8.83,96.43
"Colton Orr","COLTON.ORR","8468778","13-14","TOR","R","R",1982-03-03,31,2000,NA,NA,54,290.47,39.16,34.26,37.87,38.46,35.56,1.25,1.94,15.97,30.65,25.78,42.29,36.37,58.21,1.05,1.89,-0.69,-14.68,-16.51,-21.84,-0.85,7.8,93.69
"Colton Orr","COLTON.ORR","8468778","14-15","TOR","R","R",1982-03-03,32,2000,NA,NA,1,6.1,0,0,0,0,0,0,0,0,10.13,0,20.36,0,49.18,0,0.49,0,-10.13,-20.36,-49.18,-0.49,0,100
"Colton Parayko","COLTON.PARAYKO","8476892","15-16","STL","D","R",1993-05-12,22,2012,3,86,79,1531.57,66.27,56.23,56.06,55.41,56.36,3.33,1.7,32.47,25.28,44.32,34.74,59.21,47.64,2.79,2.16,1.64,7.19,9.58,11.57,0.63,10.26,93.29
"Colton Parayko","COLTON.PARAYKO","8476892","16-17","STL","D","R",1993-05-12,23,2012,3,86,81,1716.97,53.87,52.04,51.37,51.01,51.36,2.8,2.4,29.21,26.92,39.85,37.73,53.11,50.99,2.52,2.39,0.4,2.29,2.12,2.11,0.13,9.58,91.1
"Colton Parayko","COLTON.PARAYKO","8476892","17-18","STL","D","R",1993-05-12,24,2012,3,86,82,1854.38,47.06,53.03,53.89,52.66,54,2.48,2.79,33.28,29.48,45.82,39.2,60.08,54.02,2.83,2.41,-0.31,3.8,6.62,6.07,0.42,7.46,90.53
"Colton Parayko","COLTON.PARAYKO","8476892","18-19","STL","D","R",1993-05-12,25,2012,3,86,80,1822.68,59.92,51.38,50.9,50.18,53.37,2.81,1.88,28.97,27.41,40.09,38.67,53.84,53.45,2.66,2.33,0.93,1.56,1.42,0.39,0.34,9.72,93.13
"Colton Parayko","COLTON.PARAYKO","8476892","19-20","STL","D","R",1993-05-12,26,2012,3,86,64,1470.93,50.5,49.56,48.47,48.11,48.81,2.72,2.66,28.22,28.71,37.88,40.28,48.52,52.33,2.56,2.68,0.05,-0.5,-2.4,-3.81,-0.12,9.63,90.72
"Colton Parayko","COLTON.PARAYKO","8476892","20-21","STL","D","R",1993-05-12,27,2012,3,86,32,682.6,41,44.99,43.24,42.94,39.49,2.17,3.12,26.84,32.82,34.44,45.21,45.76,60.8,2.02,3.09,-0.95,-5.98,-10.76,-15.05,-1.07,8.07,90.5
"Colton Parayko","COLTON.PARAYKO","8476892","21-22","STL","D","R",1993-05-12,28,2012,3,86,50,1201.53,48.39,45.63,44.14,43,46.72,3.16,3.37,27.9,33.24,36.15,45.74,45.68,60.56,2.59,2.95,-0.21,-5.34,-9.59,-14.88,-0.36,11.32,89.87
"Colton Sceviour","COLTON.SCEVIOUR","8474098","10-11","DAL","C","R",1989-04-20,21,2007,4,112,1,5.15,0,56.92,57.06,69.66,66.67,0,10.95,46.49,35.18,46.6,35.07,81.32,35.42,1.4,0.7,-10.95,11.3,11.53,45.9,0.7,0,68.87
"Colton Sceviour","COLTON.SCEVIOUR","8474098","12-13","DAL","C","R",1989-04-20,23,2007,4,112,1,4.85,31.23,32.22,29.81,26.95,44.3,11.63,25.61,23.88,50.23,36.62,86.23,36.74,99.59,4.33,5.44,-13.98,-26.35,-49.61,-62.85,-1.11,48.7,49.01
"Colton Sceviour","COLTON.SCEVIOUR","8474098","13-14","DAL","C","R",1989-04-20,24,2007,4,112,26,386.88,49.13,55.31,54.29,54.05,57.33,2.63,2.73,34.92,28.21,46.18,38.89,60.33,51.29,2.94,2.19,-0.09,6.71,7.3,9.04,0.75,7.55,90.33
"Colton Sceviour","COLTON.SCEVIOUR","8474098","14-15","DAL","C","R",1989-04-20,25,2007,4,112,71,902.87,53.96,55.1,55.96,55.14,56.07,3.04,2.6,31.7,25.83,46.03,36.23,63.85,51.96,2.91,2.28,0.45,5.87,9.8,11.89,0.63,9.6,89.95
"Colton Sceviour","COLTON.SCEVIOUR","8474098","15-16","DAL","C","R",1989-04-20,26,2007,4,112,71,900.12,47.24,47.87,47.39,47.44,49.05,2.48,2.77,27.43,29.87,38.16,42.37,52.95,58.66,2.42,2.51,-0.29,-2.44,-4.21,-5.71,-0.09,9.05,90.71
"Colton Sceviour","COLTON.SCEVIOUR","8474098","16-17","FLA","C","R",1989-04-20,27,2007,4,112,80,1170.68,38.73,47.06,46.73,46.17,44.58,1.88,2.97,28.64,32.22,38.12,43.46,49.58,57.8,2.2,2.73,-1.09,-3.58,-5.34,-8.22,-0.53,6.55,90.79
"Colton Sceviour","COLTON.SCEVIOUR","8474098","17-18","FLA","C","R",1989-04-20,28,2007,4,112,76,1021.4,40.36,42.21,42.35,41.05,38.95,2.11,3.12,28.44,38.94,37.43,50.94,47.44,68.12,2.17,3.4,-1.01,-10.5,-13.51,-20.68,-1.23,7.43,91.99
"Colton Sceviour","COLTON.SCEVIOUR","8474098","18-19","FLA","C","R",1989-04-20,29,2007,4,112,59,725.42,39.98,45.43,44.4,42.93,42.33,2.09,3.13,26.67,32.04,36.23,45.37,47.29,62.86,2.13,2.9,-1.04,-5.37,-9.14,-15.56,-0.77,7.82,90.23
"Colton Sceviour","COLTON.SCEVIOUR","8474098","19-20","FLA","C","R",1989-04-20,30,2007,4,112,69,912.47,35.04,43.18,41.79,39.37,38.56,1.93,3.57,28.53,37.55,37.3,51.96,47.29,72.82,2.23,3.56,-1.65,-9.02,-14.66,-25.53,-1.32,6.76,90.48
"Colton Sceviour","COLTON.SCEVIOUR","8474098","20-21","PIT","C","R",1989-04-20,31,2007,4,112,46,440.65,40.86,48.93,45.19,45.35,39.94,2.06,2.99,26.05,27.18,31.68,38.42,41.41,49.91,1.63,2.45,-0.92,-1.14,-6.74,-8.5,-0.82,7.93,89.01
"Colton Sceviour","COLTON.SCEVIOUR","8474098","21-22","EDM","C","R",1989-04-20,32,2007,4,112,32,316.98,26.66,38.65,40.54,41.07,33.46,1.71,4.69,23.85,37.86,33.66,49.37,45.74,65.64,1.68,3.35,-2.99,-14.01,-15.71,-19.9,-1.66,7.15,87.61
"Colton Sissons","COLTON.SISSONS","8476925","13-14","NSH","C","R",1993-11-05,19,2012,2,50,17,180.5,50.9,48.98,49.01,48.57,48.88,1.98,1.91,23.09,24.05,32.28,33.59,41.3,43.73,1.75,1.82,0.07,-0.96,-1.31,-2.43,-0.08,8.59,92.04
"Colton Sissons","COLTON.SISSONS","8476925","15-16","NSH","C","R",1993-11-05,21,2012,2,50,34,338.62,51.97,51.6,51.19,48.51,53.57,2.29,2.12,25.7,24.1,35.52,33.87,49.11,52.13,2.04,1.77,0.17,1.59,1.65,-3.03,0.27,8.93,91.2
"Colton Sissons","COLTON.SISSONS","8476925","16-17","NSH","C","R",1993-11-05,22,2012,2,50,58,645.13,56.23,42.93,41.84,41.53,43.83,2.14,1.66,23.47,31.21,31.54,43.84,42.93,60.44,2.05,2.63,0.47,-7.73,-12.3,-17.51,-0.58,9.1,94.67
"Colton Sissons","COLTON.SISSONS","8476925","17-18","NSH","C","R",1993-11-05,23,2012,2,50,81,1303.63,49.1,49.52,50.11,49.82,48.6,2.94,3.05,29.54,30.12,41.83,41.64,55.9,56.31,2.67,2.82,-0.11,-0.58,0.19,-0.4,-0.15,9.96,89.88
"Colton Sissons","COLTON.SISSONS","8476925","18-19","NSH","C","R",1993-11-05,24,2012,2,50,75,1203.32,55,50.3,49.52,48.54,48.68,3.03,2.48,29.11,28.76,39.9,40.67,52.42,55.58,2.65,2.79,0.55,0.35,-0.77,-3.16,-0.14,10.4,91.39
"Colton Sissons","COLTON.SISSONS","8476925","19-20","NSH","C","R",1993-11-05,25,2012,2,50,57,816.87,36.76,42.43,42.54,40.05,40.88,2.12,3.65,24.29,32.96,34.3,46.32,43.63,65.31,1.96,2.83,-1.53,-8.67,-12.02,-21.68,-0.87,8.74,88.92
