Player,EH_ID,API ID,Season,Team,Position,Shoots,Birthday,Age,Draft Yr,Draft Rd,Draft Ov,GP,xEVO_GAR/60,xEVD_GAR/60,xPPO_GAR/60,xSHD_GAR/60,xTake_GAR/60,xDraw_GAR/60,xOff_GAR/60,xDef_GAR/60,xPens_GAR/60,xGAR/60,xWAR/60,xSPAR/60
Craig Weller,CRAIG.WELLER,8468647,07-08,ARI,R,R,1981-03-17,26,2000,5,167,59,-0.238,0.143,-0.563,0.757,-0.05,-0.073,-0.25,0.145,-0.123,-0.231,-0.042,-0.08
Craig Weller,CRAIG.WELLER,8468647,08-09,MIN,R,R,1981-03-17,27,2000,5,167,36,-0.757,0.023,0.26,-0.026,-0.08,0.128,-0.688,0.022,0.048,-0.61,-0.11,-0.212
Curtis Brown,CURTIS.BROWN,8460534,07-08,S.J,C,L,1976-02-12,31,1994,2,43,33,0.619,0.036,-0.313,-0.578,0.024,-0.161,0.602,-0.087,-0.137,0.255,0.046,0.089
Curtis Glencross,CURTIS.GLENCROSS,8471185,07-08,CBJ/EDM,L,L,1982-12-28,24,2001,NA,NA,62,0.76,0.153,-0.004,0.123,0.017,0.087,0.698,0.153,0.104,0.931,0.169,0.324
Curtis Glencross,CURTIS.GLENCROSS,8471185,08-09,CGY,L,L,1982-12-28,25,2001,NA,NA,73,0.366,0.196,0.326,-0.052,0.008,0.022,0.364,0.161,0.029,0.49,0.089,0.171
Curtis Glencross,CURTIS.GLENCROSS,8471185,09-10,CGY,L,L,1982-12-28,26,2001,NA,NA,67,0.265,0.117,0.27,0.811,-0.001,-0.028,0.266,0.218,-0.029,0.398,0.072,0.139
Curtis Glencross,CURTIS.GLENCROSS,8471185,10-11,CGY,L,L,1982-12-28,27,2001,NA,NA,79,0.618,0.197,0.011,0.103,-0.015,0.013,0.566,0.182,-0.002,0.64,0.114,0.219
Curtis Glencross,CURTIS.GLENCROSS,8471185,11-12,CGY,L,L,1982-12-28,28,2001,NA,NA,67,0.736,-0.053,1.329,0.325,-0.014,-0.051,0.813,-0.001,-0.065,0.631,0.11,0.204
Curtis Glencross,CURTIS.GLENCROSS,8471185,12-13,CGY,L,L,1982-12-28,29,2001,NA,NA,40,0.529,-0.196,-0.25,0.259,0.061,0.019,0.407,-0.161,0.08,0.318,0.059,0.109
Curtis Glencross,CURTIS.GLENCROSS,8471185,13-14,CGY,L,L,1982-12-28,30,2001,NA,NA,38,0.146,-0.269,0.636,0.456,0.066,-0.047,0.218,-0.25,0.019,0.018,0.003,0.006
Curtis Glencross,CURTIS.GLENCROSS,8471185,14-15,CGY/WSH,L,L,1982-12-28,31,2001,NA,NA,71,0.074,0.079,-0.023,0.472,0.037,-0.09,0.062,0.083,-0.053,0.078,0.015,0.028
Curtis Hamilton,CURTIS.HAMILTON,8475734,14-15,EDM,L,L,1991-12-04,22,2010,2,48,1,0.127,-0.58,0,0,-3.469,-0.127,0.127,-0.58,-3.597,-4.033,-0.768,-1.464
Curtis Lazar,CURTIS.LAZAR,8477508,14-15,OTT,C,R,1995-02-02,19,2013,1,17,67,0.079,0.01,0.146,0.121,0.056,-0.014,0.079,0.014,0.042,0.132,0.025,0.048
Curtis Lazar,CURTIS.LAZAR,8477508,15-16,OTT,C,R,1995-02-02,20,2013,1,17,76,-0.226,-0.208,-0.053,-0.98,0.12,0.026,-0.214,-0.292,0.146,-0.317,-0.061,-0.118
Curtis Lazar,CURTIS.LAZAR,8477508,16-17,CGY/OTT,C,R,1995-02-02,21,2013,1,17,37,-0.411,-0.049,-0.052,1.386,0.107,0.107,-0.407,-0.005,0.214,-0.182,-0.034,-0.066
Curtis Lazar,CURTIS.LAZAR,8477508,17-18,CGY,C,R,1995-02-02,22,2013,1,17,65,-0.264,-0.021,-0.179,1.2,0.036,-0.009,-0.263,0.032,0.027,-0.193,-0.038,-0.072
Curtis Lazar,CURTIS.LAZAR,8477508,18-19,CGY,C,R,1995-02-02,23,2013,1,17,1,0.248,-0.049,0,0,0.131,-0.124,0.248,-0.049,0.007,0.206,0.038,0.072
Curtis Lazar,CURTIS.LAZAR,8477508,19-20,BUF,C,R,1995-02-02,24,2013,1,17,38,-0.088,0.308,-0.042,-1.182,0.134,-0.056,-0.088,0.084,0.078,0.086,0.015,0.03
Curtis Lazar,CURTIS.LAZAR,8477508,20-21,BOS/BUF,C,R,1995-02-02,25,2013,1,17,50,0.026,0.217,0.547,-0.572,0.09,-0.024,0.03,0.096,0.066,0.185,0.033,0.062
Curtis Lazar,CURTIS.LAZAR,8477508,21-22,BOS,C,R,1995-02-02,26,2013,1,17,44,0.349,0.095,-0.491,0.055,0.054,-0.004,0.345,0.089,0.05,0.431,0.077,0.146
Curtis McKenzie,CURTIS.MCKENZIE,8475310,14-15,DAL,L,L,1991-02-22,23,2009,6,158,36,0.002,-0.265,0.039,0.729,-0.013,-0.003,0.002,-0.26,-0.017,-0.272,-0.052,-0.099
Curtis McKenzie,CURTIS.MCKENZIE,8475310,15-16,DAL,L,L,1991-02-22,24,2009,6,158,3,0.112,0.123,0,0,0.141,1.19,0.112,0.123,1.331,1.561,0.301,0.579
Curtis McKenzie,CURTIS.MCKENZIE,8475310,16-17,DAL,L,L,1991-02-22,25,2009,6,158,53,0.089,-0.235,-0.164,-1.025,-0.036,0.149,0.088,-0.308,0.113,-0.113,-0.021,-0.041
Curtis McKenzie,CURTIS.MCKENZIE,8475310,17-18,DAL,L,L,1991-02-22,26,2009,6,158,7,0.207,-0.111,0.049,0,-0.495,0.056,0.195,-0.111,-0.439,-0.346,-0.067,-0.129
Curtis Valk,CURTIS.VALK,8477583,17-18,FLA,C,L,1993-02-08,24,2011,NA,NA,1,0.239,-0.152,0,0,0.137,-0.129,0.239,-0.152,0.008,0.096,0.019,0.036
Dainius Zubrus,DAINIUS.ZUBRUS,8464977,07-08,N.J,C/R,L,1978-06-16,29,1996,1,15,82,0.177,0.028,0.366,-0.325,0.045,0.007,0.206,0.025,0.051,0.275,0.05,0.096
Dainius Zubrus,DAINIUS.ZUBRUS,8464977,08-09,N.J,C,L,1978-06-16,30,1996,1,15,82,0.344,0.103,-0.05,0.761,-0.017,-0.061,0.29,0.105,-0.077,0.298,0.054,0.104
Dainius Zubrus,DAINIUS.ZUBRUS,8464977,09-10,N.J,C,L,1978-06-16,31,1996,1,15,51,0.346,0.235,-0.062,0.917,-0.006,0.109,0.296,0.265,0.103,0.616,0.111,0.214
Dainius Zubrus,DAINIUS.ZUBRUS,8464977,10-11,N.J,C,L,1978-06-16,32,1996,1,15,79,0.224,0.248,-0.252,0.888,-0.025,-0.01,0.154,0.276,-0.035,0.343,0.061,0.118
Dainius Zubrus,DAINIUS.ZUBRUS,8464977,11-12,N.J,C,L,1978-06-16,33,1996,1,15,82,0.178,0.241,0.699,0,0.044,-0.04,0.234,0.212,0.004,0.397,0.069,0.128
Dainius Zubrus,DAINIUS.ZUBRUS,8464977,12-13,N.J,C,L,1978-06-16,34,1996,1,15,22,0.293,0.21,0.108,0.582,-0.024,-0.026,0.279,0.252,-0.05,0.428,0.079,0.147
Dainius Zubrus,DAINIUS.ZUBRUS,8464977,13-14,N.J,C,L,1978-06-16,35,1996,1,15,82,0.089,0.044,-0.299,-0.089,-0.006,-0.038,0.079,0.027,-0.044,0.05,0.009,0.018
Dainius Zubrus,DAINIUS.ZUBRUS,8464977,14-15,N.J,C,L,1978-06-16,36,1996,1,15,74,-0.105,-0.095,-0.637,-0.928,-0.048,-0.027,-0.116,-0.175,-0.075,-0.348,-0.066,-0.126
Dainius Zubrus,DAINIUS.ZUBRUS,8464977,15-16,S.J,C,L,1978-06-16,37,1996,1,15,50,-0.033,0.246,-0.201,0.015,-0.037,-0.055,-0.034,0.226,-0.092,0.1,0.019,0.037
Dakota Joshua,DAKOTA.JOSHUA,8478057,20-21,STL,C,L,1996-05-15,24,2014,5,128,12,-0.831,0.198,0.462,0.27,0.13,0.076,-0.829,0.199,0.206,-0.4,-0.072,-0.134
Dakota Joshua,DAKOTA.JOSHUA,8478057,21-22,STL,C,L,1996-05-15,25,2014,5,128,23,0.772,0.209,-0.341,0.518,0.024,-0.008,0.763,0.212,0.017,0.974,0.174,0.33
Dakota Mermis,DAKOTA.MERMIS,8477541,17-18,ARI,D,L,1994-01-05,23,2012,NA,NA,9,-0.184,0.084,0,0,0.13,-0.06,-0.184,0.084,0.07,-0.028,-0.005,-0.01
Dakota Mermis,DAKOTA.MERMIS,8477541,18-19,ARI,D,L,1994-01-05,24,2012,NA,NA,1,0.035,0.313,0,0,0.126,-0.056,0.035,0.313,0.07,0.417,0.078,0.146
Dakota Mermis,DAKOTA.MERMIS,8477541,19-20,N.J,D,L,1994-01-05,25,2012,NA,NA,10,1.09,-0.156,0.391,0.095,-0.021,-0.059,1.089,-0.129,-0.08,0.749,0.133,0.256
Dakota Mermis,DAKOTA.MERMIS,8477541,20-21,MIN,D,L,1994-01-05,26,2012,NA,NA,3,0.265,0.416,0,0,0.126,-0.058,0.265,0.416,0.067,0.727,0.13,0.243
Dakota Mermis,DAKOTA.MERMIS,8477541,21-22,MIN,D,L,1994-01-05,27,2012,NA,NA,2,0.132,-0.038,0,0,0.126,-0.061,0.132,-0.038,0.065,0.158,0.028,0.053
Dale Weise,DALE.WEISE,8474668,10-11,NYR,R,R,1988-08-05,22,2008,4,111,10,-0.252,0.408,0.086,0,-0.176,-0.154,-0.246,0.408,-0.331,-0.176,-0.031,-0.06
Dale Weise,DALE.WEISE,8474668,11-12,VAN,R,R,1988-08-05,23,2008,4,111,68,0.107,0.035,0.056,-0.356,0.003,0.027,0.107,0.033,0.03,0.169,0.029,0.054
Dale Weise,DALE.WEISE,8474668,12-13,VAN,R,R,1988-08-05,24,2008,4,111,40,-0.224,-0.157,-0.08,0.82,0.042,0.041,-0.223,-0.065,0.083,-0.183,-0.034,-0.063
Dale Weise,DALE.WEISE,8474668,13-14,MTL/VAN,R,R,1988-08-05,25,2008,4,111,61,0.025,0.096,0.684,0.061,0,0.02,0.033,0.095,0.02,0.146,0.028,0.052
Dale Weise,DALE.WEISE,8474668,14-15,MTL,R,R,1988-08-05,26,2008,4,111,79,0.166,-0.023,0.14,0.354,0.053,0.079,0.165,-0.004,0.132,0.283,0.054,0.103
Dale Weise,DALE.WEISE,8474668,15-16,CHI/MTL,R,R,1988-08-05,27,2008,4,111,71,0.362,0.129,1.125,0.364,0.026,0.063,0.443,0.133,0.089,0.637,0.123,0.236
Dale Weise,DALE.WEISE,8474668,16-17,PHI,R,R,1988-08-05,28,2008,4,111,64,0.097,0.318,-0.13,-0.026,0.067,-0.071,0.08,0.318,-0.004,0.366,0.069,0.133
Dale Weise,DALE.WEISE,8474668,17-18,PHI,R,R,1988-08-05,29,2008,4,111,46,-0.17,-0.246,-0.194,-0.026,-0.01,0.064,-0.171,-0.246,0.054,-0.352,-0.069,-0.131
Dale Weise,DALE.WEISE,8474668,18-19,MTL/PHI,R,R,1988-08-05,30,2008,4,111,51,0.05,0.123,-0.018,-1.043,0.019,-0.049,0.05,-0.006,-0.03,0.008,0.001,0.003
Dale Weise,DALE.WEISE,8474668,19-20,MTL,R,R,1988-08-05,31,2008,4,111,23,-0.135,-0.312,-0.168,-0.598,-0.02,-0.021,-0.135,-0.322,-0.041,-0.488,-0.087,-0.167
Dallas Drake,DALLAS.DRAKE,8456106,07-08,DET,R,L,1969-02-04,38,1989,6,116,65,-0.184,-0.131,-0.377,0.536,0.043,0.116,-0.186,-0.011,0.159,-0.004,-0.001,-0.001
Dalton Prout,DALTON.PROUT,8474774,11-12,CBJ,D,R,1990-03-13,21,2010,6,154,5,0.693,0.017,0.391,0.697,0.133,-0.068,0.69,0.03,0.065,0.763,0.133,0.247
Dalton Prout,DALTON.PROUT,8474774,12-13,CBJ,D,R,1990-03-13,22,2010,6,154,28,0.041,0.158,0.545,-0.012,0.019,-0.021,0.043,0.149,-0.002,0.185,0.034,0.064
Dalton Prout,DALTON.PROUT,8474774,13-14,CBJ,D,R,1990-03-13,23,2010,6,154,49,0.071,0.227,-0.105,0.65,0.087,-0.016,0.07,0.267,0.071,0.398,0.075,0.141
Dalton Prout,DALTON.PROUT,8474774,14-15,CBJ,D,R,1990-03-13,24,2010,6,154,63,-0.107,0.167,-0.111,0.217,0.019,-0.006,-0.107,0.173,0.013,0.092,0.017,0.033
Dalton Prout,DALTON.PROUT,8474774,15-16,CBJ,D,R,1990-03-13,25,2010,6,154,64,-0.017,0.032,-0.045,-0.385,-0.15,-0.044,-0.017,0,-0.194,-0.21,-0.041,-0.078
Dalton Prout,DALTON.PROUT,8474774,16-17,CBJ/N.J,D,R,1990-03-13,26,2010,6,154,29,-0.003,0.06,0.391,-2.147,-0.262,-0.004,-0.003,-0.082,-0.266,-0.35,-0.066,-0.128
Dalton Prout,DALTON.PROUT,8474774,17-18,N.J,D,R,1990-03-13,27,2010,6,154,4,0.652,-0.495,0.391,0.782,-0.64,-0.06,0.652,-0.44,-0.7,-0.517,-0.101,-0.193
Dalton Prout,DALTON.PROUT,8474774,18-19,CGY,D,R,1990-03-13,28,2010,6,154,20,0.25,0.138,0.391,1.012,-0.042,0.024,0.25,0.217,-0.018,0.423,0.079,0.148
Dalton Prout,DALTON.PROUT,8474774,19-20,S.J,D,R,1990-03-13,29,2010,6,154,2,-0.12,0.017,0,0,-0.249,-0.059,-0.12,0.017,-0.308,-0.408,-0.073,-0.139
Dalton Smith,DALTON.SMITH,8475748,19-20,BUF,L,L,1992-06-30,27,2010,2,34,1,0.268,0.023,0,0,0.134,-0.124,0.268,0.023,0.01,0.301,0.054,0.103
Damien Brunner,DAMIEN.BRUNNER,8477059,12-13,DET,C,R,1986-03-09,26,2004,NA,NA,44,0.548,-0.473,-0.18,-0.026,0.05,-0.031,0.407,-0.472,0.019,0.045,0.008,0.015
Damien Brunner,DAMIEN.BRUNNER,8477059,13-14,N.J,C,R,1986-03-09,27,2004,NA,NA,60,0.075,-0.185,0.422,-0.026,-0.015,0.013,0.129,-0.185,-0.003,-0.03,-0.006,-0.011
Damien Brunner,DAMIEN.BRUNNER,8477059,14-15,N.J,C,R,1986-03-09,28,2004,NA,NA,17,0.173,0.173,-0.104,-0.026,-0.045,-0.081,0.124,0.173,-0.126,0.133,0.025,0.048
Damon Severson,DAMON.SEVERSON,8476923,14-15,N.J,D,R,1994-08-07,20,2012,2,60,51,0.339,0.022,-0.446,0.711,0.037,-0.052,0.261,0.058,-0.015,0.28,0.053,0.102
Damon Severson,DAMON.SEVERSON,8476923,15-16,N.J,D,R,1994-08-07,21,2012,2,60,72,-0.078,-0.019,-0.711,1.943,0.029,0.003,-0.138,0.018,0.032,-0.085,-0.016,-0.032
Damon Severson,DAMON.SEVERSON,8476923,16-17,N.J,D,R,1994-08-07,22,2012,2,60,80,0,-0.049,0.068,-0.875,-0.023,0.002,0.008,-0.063,-0.021,-0.068,-0.013,-0.025
Damon Severson,DAMON.SEVERSON,8476923,17-18,N.J,D,R,1994-08-07,23,2012,2,60,76,0.463,-0.114,-0.34,1.331,0.024,-0.007,0.394,-0.084,0.017,0.324,0.063,0.121
Damon Severson,DAMON.SEVERSON,8476923,18-19,N.J,D,R,1994-08-07,24,2012,2,60,82,0.288,0.012,0.182,-0.123,-0.001,-0.02,0.275,0.001,-0.021,0.233,0.043,0.082
Damon Severson,DAMON.SEVERSON,8476923,19-20,N.J,D,R,1994-08-07,25,2012,2,60,69,0.07,0.219,0.983,0.515,0.001,-0.001,0.16,0.254,0,0.367,0.065,0.125
Damon Severson,DAMON.SEVERSON,8476923,20-21,N.J,D,R,1994-08-07,26,2012,2,60,56,0.231,0.173,-0.842,-0.443,0.03,-0.006,0.133,0.11,0.024,0.239,0.043,0.08
Damon Severson,DAMON.SEVERSON,8476923,21-22,N.J,D,R,1994-08-07,27,2012,2,60,51,0.205,0.161,1.365,1.161,-0.069,-0.034,0.319,0.279,-0.103,0.421,0.075,0.143
Dan Boyle,DAN.BOYLE,8467096,07-08,T.B,D,R,1976-07-12,31,1994,NA,NA,37,0.142,0.136,0.605,-0.087,-0.028,0.031,0.227,0.11,0.003,0.294,0.053,0.102
Dan Boyle,DAN.BOYLE,8467096,08-09,S.J,D,R,1976-07-12,32,1994,NA,NA,77,0.385,0.12,1.366,1.136,0.016,0.084,0.586,0.225,0.099,0.81,0.147,0.282
Dan Boyle,DAN.BOYLE,8467096,09-10,S.J,D,R,1976-07-12,33,1994,NA,NA,75,0.498,0.161,1.141,0.296,0.03,0.023,0.616,0.177,0.053,0.748,0.135,0.26
Dan Boyle,DAN.BOYLE,8467096,10-11,S.J,D,R,1976-07-12,34,1994,NA,NA,76,0.218,0.127,0.908,0.152,0.012,-0.007,0.343,0.13,0.006,0.419,0.075,0.143
Dan Boyle,DAN.BOYLE,8467096,11-12,S.J,D,R,1976-07-12,35,1994,NA,NA,81,0.166,0.043,0.439,0.458,0.049,-0.003,0.212,0.072,0.047,0.301,0.052,0.097
Dan Boyle,DAN.BOYLE,8467096,12-13,S.J,D,R,1976-07-12,36,1994,NA,NA,46,0.227,0.21,1.531,0.36,0.027,-0.016,0.436,0.219,0.011,0.599,0.111,0.206
Dan Boyle,DAN.BOYLE,8467096,13-14,S.J,D,R,1976-07-12,37,1994,NA,NA,75,0.321,0,0.947,1.524,0.024,0.044,0.431,0.023,0.067,0.505,0.096,0.179
Dan Boyle,DAN.BOYLE,8467096,14-15,NYR,D,R,1976-07-12,38,1994,NA,NA,65,0.398,0.301,0.217,1.455,0.049,-0.019,0.373,0.357,0.03,0.693,0.132,0.252
Dan Boyle,DAN.BOYLE,8467096,15-16,NYR,D,R,1976-07-12,39,1994,NA,NA,74,0.416,-0.036,0.118,1.578,0.028,-0.024,0.38,0.03,0.004,0.391,0.076,0.145
Dan Carcillo,DAN.CARCILLO,8470666,07-08,ARI,L,L,1985-01-28,22,2003,3,73,57,0.342,-0.181,0.495,-0.165,-0.288,0.146,0.363,-0.181,-0.143,0.058,0.011,0.02
Dan Carcillo,DAN.CARCILLO,8470666,08-09,ARI/PHI,L,L,1985-01-28,23,2003,3,73,74,-0.356,-0.234,0.287,0.391,-0.12,0.13,-0.308,-0.232,0.011,-0.508,-0.092,-0.177
Dan Carcillo,DAN.CARCILLO,8470666,09-10,PHI,L,L,1985-01-28,24,2003,3,73,76,0.214,0.232,1.194,0.44,-0.034,0.348,0.235,0.232,0.314,0.773,0.14,0.269
Dan Carcillo,DAN.CARCILLO,8470666,10-11,PHI,L,L,1985-01-28,25,2003,3,73,57,0.024,-0.188,-0.299,-0.026,-0.109,0.099,0.022,-0.187,-0.01,-0.173,-0.031,-0.059
Dan Carcillo,DAN.CARCILLO,8470666,11-12,CHI,L,L,1985-01-28,26,2003,3,73,28,-0.3,0.382,0.227,0,-0.272,0.07,-0.284,0.382,-0.202,-0.115,-0.02,-0.037
Dan Carcillo,DAN.CARCILLO,8470666,12-13,CHI,L,L,1985-01-28,27,2003,3,73,23,-0.045,-0.028,0,0,0.007,0.08,-0.045,-0.028,0.086,0.014,0.003,0.005
Dan Carcillo,DAN.CARCILLO,8470666,13-14,L.A/NYR,L,L,1985-01-28,28,2003,3,73,57,0.084,0.055,0.412,-0.026,-0.044,0.083,0.087,0.055,0.039,0.18,0.034,0.064
Dan Carcillo,DAN.CARCILLO,8470666,14-15,CHI,L,L,1985-01-28,29,2003,3,73,39,0.189,-0.142,-0.045,0,0.006,0.334,0.188,-0.142,0.34,0.387,0.074,0.141
Dan Fritsche,DAN.FRITSCHE,8470639,07-08,CBJ,C,R,1985-07-13,22,2003,2,46,69,0.157,0.026,-0.728,0.54,0.106,-0.115,0.098,0.051,-0.009,0.13,0.023,0.045
Dan Fritsche,DAN.FRITSCHE,8470639,08-09,MIN/NYR,C,R,1985-07-13,23,2003,2,46,50,-0.313,-0.175,-0.262,0.278,0.06,-0.103,-0.311,-0.16,-0.043,-0.491,-0.089,-0.171
Dan Girardi,DAN.GIRARDI,8471958,07-08,NYR,D,R,1984-04-29,23,2002,NA,NA,82,0.097,0.071,0.869,0.651,0.139,0.049,0.213,0.151,0.188,0.502,0.091,0.175
Dan Girardi,DAN.GIRARDI,8471958,08-09,NYR,D,R,1984-04-29,24,2002,NA,NA,82,0.147,-0.181,0.32,0.37,0.09,-0.005,0.168,-0.11,0.085,0.135,0.025,0.047
Dan Girardi,DAN.GIRARDI,8471958,09-10,NYR,D,R,1984-04-29,25,2002,NA,NA,82,0.124,-0.119,1.202,-0.105,0.017,0.002,0.144,-0.117,0.019,0.023,0.004,0.008
Dan Girardi,DAN.GIRARDI,8471958,10-11,NYR,D,R,1984-04-29,26,2002,NA,NA,80,0.095,-0.111,0.276,-0.368,0.066,-0.031,0.112,-0.149,0.035,-0.003,-0.001,-0.001
Dan Girardi,DAN.GIRARDI,8471958,11-12,NYR,D,R,1984-04-29,27,2002,NA,NA,82,0.125,0.068,0.296,-0.035,0.075,-0.01,0.138,0.054,0.065,0.232,0.041,0.075
Dan Girardi,DAN.GIRARDI,8471958,12-13,NYR,D,R,1984-04-29,28,2002,NA,NA,46,0.003,0.057,-0.979,-0.375,0.026,-0.005,-0.093,0,0.02,-0.061,-0.011,-0.021
Dan Girardi,DAN.GIRARDI,8471958,13-14,NYR,D,R,1984-04-29,29,2002,NA,NA,81,0.083,0.008,-0.468,0.127,0.085,-0.033,0.042,0.023,0.051,0.108,0.021,0.038
Dan Girardi,DAN.GIRARDI,8471958,14-15,NYR,D,R,1984-04-29,30,2002,NA,NA,82,-0.002,-0.079,0.051,0.623,0.063,0.007,0.002,0.013,0.069,0.083,0.016,0.03
Dan Girardi,DAN.GIRARDI,8471958,15-16,NYR,D,R,1984-04-29,31,2002,NA,NA,74,-0.118,-0.261,0.284,-0.011,0.06,-0.008,-0.115,-0.228,0.052,-0.269,-0.052,-0.1
Dan Girardi,DAN.GIRARDI,8471958,16-17,NYR,D,R,1984-04-29,32,2002,NA,NA,63,0.007,-0.185,-0.026,0.064,0.067,0.005,0.007,-0.155,0.072,-0.075,-0.014,-0.027
Dan Girardi,DAN.GIRARDI,8471958,17-18,T.B,D,R,1984-04-29,33,2002,NA,NA,77,0.137,0.03,2.122,0.586,0.062,-0.008,0.14,0.11,0.054,0.28,0.055,0.104
Dan Girardi,DAN.GIRARDI,8471958,18-19,T.B,D,R,1984-04-29,34,2002,NA,NA,62,0.216,-0.023,-0.064,-0.288,0.07,-0.035,0.215,-0.057,0.034,0.164,0.031,0.058
Dan Hamhuis,DAN.HAMHUIS,8469465,07-08,NSH,D,L,1982-12-13,24,2001,1,12,80,0.164,0.062,-0.247,0.399,0.017,0.035,0.118,0.127,0.053,0.263,0.048,0.092
Dan Hamhuis,DAN.HAMHUIS,8469465,08-09,NSH,D,L,1982-12-13,25,2001,1,12,82,-0.181,0.041,-0.126,0.329,-0.013,0.038,-0.177,0.091,0.025,-0.038,-0.007,-0.013
Dan Hamhuis,DAN.HAMHUIS,8469465,09-10,NSH,D,L,1982-12-13,26,2001,1,12,78,0.192,0,0.118,-0.591,0.031,0.055,0.19,-0.076,0.086,0.176,0.032,0.061
Dan Hamhuis,DAN.HAMHUIS,8469465,10-11,VAN,D,L,1982-12-13,27,2001,1,12,64,0.148,-0.05,0.544,0.354,0.032,0.02,0.18,0.01,0.052,0.215,0.038,0.074
Dan Hamhuis,DAN.HAMHUIS,8469465,11-12,VAN,D,L,1982-12-13,28,2001,1,12,82,-0.034,0.169,0.033,-0.08,0.055,0.006,-0.028,0.135,0.06,0.158,0.028,0.051
Dan Hamhuis,DAN.HAMHUIS,8469465,12-13,VAN,D,L,1982-12-13,29,2001,1,12,47,0.086,0.282,-0.475,0.65,0.093,-0.011,0.024,0.335,0.082,0.4,0.074,0.138
Dan Hamhuis,DAN.HAMHUIS,8469465,13-14,VAN,D,L,1982-12-13,30,2001,1,12,79,0.089,0.146,-0.074,0.214,0.096,0.027,0.075,0.156,0.123,0.329,0.062,0.117
Dan Hamhuis,DAN.HAMHUIS,8469465,14-15,VAN,D,L,1982-12-13,31,2001,1,12,59,-0.217,0.125,0.473,0.151,0,0.012,-0.154,0.128,0.012,-0.008,-0.001,-0.003
Dan Hamhuis,DAN.HAMHUIS,8469465,15-16,VAN,D,L,1982-12-13,32,2001,1,12,58,0.172,0.184,0.105,0.347,-0.011,0.02,0.167,0.206,0.009,0.34,0.066,0.126
Dan Hamhuis,DAN.HAMHUIS,8469465,16-17,DAL,D,L,1982-12-13,33,2001,1,12,79,0.064,-0.006,0.158,0.096,0.064,-0.018,0.072,0.005,0.046,0.114,0.021,0.042
Dan Hamhuis,DAN.HAMHUIS,8469465,17-18,DAL,D,L,1982-12-13,34,2001,1,12,80,0.013,0.184,-0.538,0.155,0.048,-0.004,0.002,0.18,0.044,0.22,0.043,0.082
Dan Hamhuis,DAN.HAMHUIS,8469465,18-19,NSH,D,L,1982-12-13,35,2001,1,12,57,-0.391,0.074,-0.005,0.814,-0.021,0.028,-0.39,0.151,0.008,-0.189,-0.035,-0.066
Dan Hamhuis,DAN.HAMHUIS,8469465,19-20,NSH,D,L,1982-12-13,36,2001,1,12,60,-0.327,0.318,-0.076,-0.198,0.016,-0.047,-0.327,0.233,-0.031,-0.071,-0.013,-0.024
Dan Hinote,DAN.HINOTE,8465175,07-08,STL,R,R,1977-01-30,30,1996,7,167,58,-0.137,-0.141,-0.333,1.107,0.028,-0.042,-0.139,0.085,-0.014,-0.044,-0.008,-0.015
Dan Hinote,DAN.HINOTE,8465175,08-09,STL,R,R,1977-01-30,31,1996,7,167,51,-0.26,-0.065,0.04,0.168,-0.076,0.133,-0.257,-0.01,0.057,-0.148,-0.027,-0.052
Dan Jancevski,DAN.JANCEVSKI,8467939,07-08,DAL/T.B,D,L,1981-06-15,26,1999,2,66,4,0.031,-0.089,0,0,-0.365,-0.079,0.031,-0.089,-0.444,-0.5,-0.09,-0.174
Dan Jancevski,DAN.JANCEVSKI,8467939,08-09,DAL,D,L,1981-06-15,27,1999,2,66,3,-0.18,-0.297,0.531,0.337,0.176,-0.078,-0.178,-0.261,0.097,-0.331,-0.06,-0.115
Dan Lacouture,DAN.LACOUTURE,8464983,08-09,CAR,L,L,1977-04-18,31,1996,2,29,11,0.426,-0.212,0,0,0.181,-0.184,0.426,-0.212,-0.003,0.208,0.038,0.072
Dan Renouf,DAN.RENOUF,8479252,16-17,DET,D,L,1994-06-01,22,2012,NA,NA,1,0.166,0.281,0,0,0.128,-0.061,0.166,0.281,0.068,0.512,0.096,0.187
Dan Renouf,DAN.RENOUF,8479252,20-21,COL,D,L,1994-06-01,26,2012,NA,NA,18,0.05,0.01,0.391,0.974,-0.002,-0.058,0.051,0.048,-0.06,0.036,0.006,0.012
Dan Renouf,DAN.RENOUF,8479252,21-22,DET,D,L,1994-06-01,27,2012,NA,NA,4,0.003,0.064,0,0,-0.103,0.11,0.003,0.064,0.007,0.074,0.013,0.025
Dan Sexton,DAN.SEXTON,8475105,09-10,ANA,R,R,1987-04-29,22,2005,NA,NA,41,0.465,0.029,0.705,0.459,0.104,0.056,0.491,0.03,0.16,0.674,0.122,0.235
Dan Sexton,DAN.SEXTON,8475105,10-11,ANA,R,R,1987-04-29,23,2005,NA,NA,47,-0.098,0.058,0.865,-0.026,0.141,-0.031,-0.066,0.058,0.11,0.1,0.018,0.034
Dana Tyrell,DANA.TYRELL,8474095,10-11,T.B,C,L,1989-04-23,21,2007,2,47,78,0.087,0.36,0.087,1.082,0.079,0.053,0.087,0.462,0.132,0.661,0.118,0.226
Dana Tyrell,DANA.TYRELL,8474095,11-12,T.B,C,L,1989-04-23,22,2007,2,47,26,-0.312,-0.074,0.462,-0.363,0.039,0.064,-0.309,-0.117,0.104,-0.274,-0.048,-0.088
